2026-01-23 00:00:36.503 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:00:36.668 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:00:36.681 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:00:36.702 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:00:36.702 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:00:41.983 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:02.536 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:02.586 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] | com.gasagency.audit | AUDIT | action=CREATE | entity=LEDGER | ledgerId=16 | customerId=1
2026-01-23 00:01:02.595 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] | com.gasagency.audit | SALE_CREATED | saleId=9 | customerId=1 | customer=Tushar | amount=2800.0 | timestamp=2026-01-23 00:01:02
2026-01-23 00:01:10.321 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:20.622 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:20.695 | INFO  | [5e96229b-db87-40f2-b966-fd238c06fa12] [] | com.gasagency.audit | AUDIT | action=CREATE | entity=LEDGER | ledgerId=17 | customerId=1
2026-01-23 00:01:20.706 | INFO  | [5e96229b-db87-40f2-b966-fd238c06fa12] [] | com.gasagency.audit | SALE_CREATED | saleId=10 | customerId=1 | customer=Tushar | amount=2800.0 | timestamp=2026-01-23 00:01:20
2026-01-23 00:01:23.667 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:23.672 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:23.678 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:23.678 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
2026-01-23 00:01:23.679 | INFO  | [] [] | com.gasagency.audit | AUDIT | action=AUTHENTICATION_SUCCESS | entity=JWT_VALIDATION | username=admin | ip=0:0:0:0:0:0:0:1
